result/image1.png;1;(818, 74);Star;8
result/image1.png;1;(814, 73);Star;4
result/image1.png;1;(349, 69);Star;1
result/image1.png;1;(88, 68);Star;49
result/image1.png;1;(698, 66);Star;30
result/image1.png;1;(72, 65);Star;20
result/image1.png;1;(695, 59);Star;9
result/image1.png;1;(702, 56);Star;72
result/image1.png;1;(899, 54);Star;90
result/image1.png;1;(706, 48);Star;12
result/image1.png;1;(64, 45);Star;49
result/image1.png;1;(412, 41);Star;16
result/image1.png;1;(247, 41);Star;4
result/image1.png;1;(54, 40);Star;49
result/image1.png;1;(429, 34);Star;2
result/image1.png;1;(713, 33);Star;1
result/image1.png;1;(645, 33);Galactic;2279
result/image1.png;1;(427, 19);Star;56
result/image2.png;2;(434, 74);Star;4
result/image2.png;2;(420, 73);Star;9
result/image2.png;2;(396, 72);Star;16
result/image2.png;2;(445, 70);Star;24
result/image2.png;2;(691, 66);Star;9
result/image2.png;2;(558, 66);Star;42
result/image2.png;2;(459, 60);Star;30
result/image2.png;2;(584, 54);Star;20
result/image2.png;2;(291, 53);Star;6
result/image2.png;2;(663, 50);Star;2
result/image2.png;2;(695, 46);Star;49
result/image2.png;2;(656, 39);Star;1
result/image2.png;2;(457, 39);Planet;682
result/image2.png;2;(578, 32);Star;6
result/image2.png;2;(608, 29);Galactic;1802
result/image2.png;2;(450, 28);Star;12
result/image2.png;2;(737, 24);Star;4
result/image2.png;2;(639, 24);Star;12
result/image2.png;2;(694, 22);Star;12
result/image2.png;2;(644, 22);Star;30
result/image2.png;2;(666, 19);Star;64
result/image2.png;2;(740, 13);Planet;552
result/image2.png;2;(638, 12);Star;1
result/image2.png;2;(611, 12);Planet;500
result/image2.png;2;(710, 11);Star;42
result/image2.png;2;(688, 11);Star;6
result/image2.png;2;(653, 9);Star;64
result/image2.png;2;(543, 9);Star;15
result/image2.png;2;(410, 8);Star;2
result/image2.png;2;(131, 7);Star;72
result/image2.png;2;(649, 4);Star;6
result/image2.png;2;(678, 1);Star;32
result/image2.png;2;(836, 0);Star;6
result/image2.png;2;(813, 0);Star;80
result/image2.png;2;(682, 0);Star;112
result/image3.png;3;(748, 75);Star;1
result/image3.png;3;(743, 74);Star;8
result/image3.png;3;(526, 71);Star;45
result/image3.png;3;(360, 71);Star;1
result/image3.png;3;(776, 70);Star;1
result/image3.png;3;(737, 69);Star;4
result/image3.png;3;(547, 69);Star;1
result/image3.png;3;(188, 69);Star;9
result/image3.png;3;(567, 67);Star;9
result/image3.png;3;(538, 67);Star;4
result/image3.png;3;(520, 67);Star;12
result/image3.png;3;(384, 60);Star;2
result/image3.png;3;(138, 49);Planet;598
result/image3.png;3;(208, 48);Star;12
result/image3.png;3;(269, 47);Star;48
result/image3.png;3;(519, 45);Star;2
result/image3.png;3;(594, 40);Star;6
result/image3.png;3;(565, 40);Star;42
result/image3.png;3;(509, 40);Star;1
result/image3.png;3;(334, 38);Star;1
result/image3.png;3;(577, 36);Star;2
result/image3.png;3;(867, 31);Star;49
result/image3.png;3;(508, 27);Star;4
result/image3.png;3;(466, 24);Galactic;2376
result/image3.png;3;(616, 23);Star;9
result/image3.png;3;(454, 23);Planet;187
result/image3.png;3;(868, 22);Star;4
result/image3.png;3;(430, 20);Star;3
result/image3.png;3;(332, 20);Galactic;4732
result/image3.png;3;(576, 19);Galactic;9291
result/image3.png;3;(363, 18);Star;9
result/image3.png;3;(729, 17);Star;56
result/image3.png;3;(504, 17);Star;6
result/image3.png;3;(619, 15);Star;12
result/image3.png;3;(624, 13);Star;1
result/image3.png;3;(794, 9);Star;1
result/image3.png;3;(657, 9);Star;1
result/image3.png;3;(639, 9);Star;90
result/image3.png;3;(437, 5);Star;9
result/image3.png;3;(431, 5);Star;12
result/image3.png;3;(591, 0);Star;36
result/image3.png;3;(448, 0);Star;30
result/image4.png;4;(783, 68);Star;2
result/image4.png;4;(273, 68);Star;56
result/image4.png;4;(182, 68);Star;12
result/image4.png;4;(37, 63);Star;81
result/image4.png;4;(242, 59);Star;1
result/image4.png;4;(237, 56);Planet;240
result/image4.png;4;(281, 54);Star;1
result/image4.png;4;(396, 52);Star;2
result/image4.png;4;(254, 51);Star;9
result/image4.png;4;(251, 50);Star;2
result/image4.png;4;(777, 48);Star;4
result/image4.png;4;(420, 45);Star;2
result/image4.png;4;(611, 40);Star;6
result/image4.png;4;(413, 38);Star;35
result/image4.png;4;(171, 38);Star;42
result/image4.png;4;(761, 37);Star;12
result/image4.png;4;(545, 35);Star;6
result/image4.png;4;(756, 34);Star;2
result/image4.png;4;(771, 33);Star;2
result/image4.png;4;(593, 32);Star;9
result/image4.png;4;(590, 30);Star;4
result/image4.png;4;(294, 29);Star;9
result/image4.png;4;(226, 29);Star;48
result/image4.png;4;(626, 26);Star;2
result/image4.png;4;(348, 24);Star;9
result/image4.png;4;(257, 23);Star;16
result/image4.png;4;(768, 16);Star;66
result/image4.png;4;(396, 12);Planet;437
result/image4.png;4;(22, 12);Planet;156
result/image4.png;4;(260, 11);Star;1
result/image4.png;4;(617, 10);Star;6
result/image4.png;4;(751, 9);Star;1
result/image4.png;4;(556, 7);Star;4
result/image4.png;4;(293, 5);Star;9
result/image4.png;4;(291, 4);Planet;552
result/image4.png;4;(156, 3);Star;1
result/image4.png;4;(283, 0);Galactic;38836
result/image4.png;4;(614, 0);Star;36
result/image4.png;4;(532, 0);Star;30
result/image4.png;4;(512, 0);Star;88
result/image4.png;4;(172, 0);Star;63
result/image5.png;5;(786, 74);Star;6
result/image5.png;5;(416, 72);Star;12
result/image5.png;5;(243, 72);Star;4
result/image5.png;5;(39, 72);Star;20
result/image5.png;5;(269, 70);Star;30
result/image5.png;5;(199, 69);Star;6
result/image5.png;5;(789, 66);Star;4
result/image5.png;5;(254, 65);Star;2
result/image5.png;5;(204, 65);Star;56
result/image5.png;5;(409, 64);Star;1
result/image5.png;5;(162, 64);Star;9
result/image5.png;5;(224, 63);Star;2
result/image5.png;5;(172, 63);Star;9
result/image5.png;5;(111, 62);Star;12
result/image5.png;5;(797, 61);Planet;435
result/image5.png;5;(214, 60);Star;12
result/image5.png;5;(820, 59);Star;4
result/image5.png;5;(833, 56);Star;20
result/image5.png;5;(194, 56);Planet;117
result/image5.png;5;(797, 53);Star;72
result/image5.png;5;(355, 52);Star;30
result/image5.png;5;(703, 46);Star;2
result/image5.png;5;(451, 46);Star;2
